name,height,weight,age,position,tempo,skok,league,club
Angeliño,171,69,26,LWB,89,80,Bundesliga,TSG Hoffenheim
Hirving Lozano,175,70,27,RW,97,76,Serie A,Napoli
Luke Shaw,181,75,27,CB,85,92,Premier League,Manchester Utd
Traorè,177,77,23,CAM,90,88,Premier League,AFC Bournemouth
Donny van de Beek,184,74,26,CM,80,None,Premier League,Manchester Utd
Donyell Malen,178,77,24,ST,93,85,Bundesliga,Dortmund
Wesley Fofana,190,76,22,CB,83,86,Premier League,Chelsea
Leonardo Spinazzola,186,75,30,LWB,95,80,Serie A,Roma FC
Marco Reus,180,71,33,CAM,74,72,Bundesliga,Dortmund
Marcel Halstenberg,188,87,31,CB,81,93,Bundesliga,RB Leipzig
Victor Osimhen,185,78,24,ST,94,94,Serie A,Napoli
Joseph Willock,179,71,23,CM,86,79,Premier League,Newcastle Utd
Benoît Badiashile,194,75,22,CB,81,89,Premier League,Chelsea
Ritsu Doan,172,70,24,RM,92,39,Bundesliga,SC Freiburg
Bremer,188,82,26,CB,83,88,Serie A,Juventus
Domenico Berardi,183,72,28,RW,86,69,Serie A,Sassuolo
Marcus Rashford,186,70,25,LW,92,83,Premier League,Manchester Utd
Pierre Kalulu,184,69,22,CB,85,85,Serie A,Milan
Theo Walcott,176,68,34,RW,99,68,Premier League,Southampton
Danilo,184,78,31,CB,80,82,Serie A,Juventus
Azpilicueta,178,77,33,CB,82,93,Premier League,Chelsea
Domenico Berardi,183,72,28,RM,87,73,Serie A,Sassuolo
Declan Rice,185,80,24,CDM,82,80,Premier League,West Ham
?tefan Radu,183,79,36,CB,82,74,Serie A,SS Lazio
James Ward-Prowse,173,66,28,CAM,78,72,Premier League,Southampton
Ante Rebic,185,78,29,LW,93,75,Serie A,Milan
Péter Gulácsi,191,86,33,GK,0,None,Bundesliga,RB Leipzig
Fabio Quagliarella,180,79,40,ST,87,82,Serie A,Sampdoria
Sofyan Amrabat,185,70,26,CDM,78,80,Serie A,Fiorentina
Kieran Trippier,173,71,32,RB,88,86,Premier League,Newcastle Utd
Sandro Tonali,181,79,23,CDM,85,75,Serie A,Milan
Jordi Osei-Tutu,176,75,24,LM,92,77,Bundesliga,VfL Bochum
Ryan Gravenberch,190,79,21,CM,84,79,Bundesliga,FC Bayern
Kevin-Prince Boateng,186,77,36,CB,75,86,Bundesliga,Hertha Berlin
Florian Wirtz,176,70,20,CAM,85,56,Bundesliga,Leverkusen
Allan Saint-Maximin,173,67,26,LW,93,81,Premier League,Newcastle Utd
Jonjoe Kenny,176,67,26,RB,91,88,Bundesliga,Hertha Berlin
Douglas Luiz,175,66,25,CDM,78,76,Premier League,Aston Villa
Alphonso Davies,185,77,22,LW,96,81,Bundesliga,FC Bayern
Olivier Giroud,192,93,36,ST,85,86,Serie A,Milan
Serge Gnabry,176,77,27,RW,85,57,Bundesliga,FC Bayern
Benjamin Pavard,186,81,27,RB,81,93,Bundesliga,FC Bayern
Ivan Perišic,186,80,34,LW,87,95,Premier League,Spurs
Denzel Dumfries,188,80,27,RWB,86,94,Serie A,Inter
Mario Götze,176,72,30,CAM,84,67,Bundesliga,Frankfurt
Sami Al-Jaber,177,71,50,ST,90,80,Premier League,Nieznany klub
Hirving Lozano,175,70,27,RW,97,76,Serie A,Napoli
Juan Cuadrado,179,72,35,RM,94,86,Serie A,Juventus
Moise Kean,182,72,23,ST,92,85,Serie A,Juventus
Ben White,185,77,25,CB,80,87,Premier League,Arsenal
Christian Eriksen,181,76,31,CAM,77,52,Premier League,Manchester Utd
Leander Dendoncker,189,88,28,CB,79,80,Premier League,Aston Villa
André Silva,185,84,27,ST,84,94,Bundesliga,RB Leipzig
Leandro Paredes,180,75,28,CDM,75,71,Serie A,Juventus
Palhinha,190,85,27,CDM,72,87,Premier League,Fulham
Joaquín Correa,189,75,28,CF,87,67,Serie A,Inter
Andrej Kramaric,177,73,31,CF,85,82,Bundesliga,TSG Hoffenheim
Serge Gnabry,176,77,27,RM,87,58,Bundesliga,FC Bayern
Arkadiusz Milik,186,80,29,ST,87,74,Serie A,Juventus
Jack Grealish,180,81,27,LW,85,37,Premier League,Manchester City
Kyle Walker,183,83,33,RB,93,85,Premier League,Manchester City
Bruno Guimarães,182,74,25,CM,78,70,Premier League,Newcastle Utd
Christian Pulisic,177,69,24,LW,92,87,Premier League,Chelsea
Davinson Sánchez,187,81,26,CB,80,83,Premier League,Spurs
Lautaro Martínez,174,72,25,ST,84,90,Serie A,Inter
Fred,169,62,30,LM,88,92,Premier League,Manchester Utd
Federico Chiesa,175,70,25,RW,93,60,Serie A,Juventus
Patrik Schick,191,85,27,ST,82,78,Bundesliga,Leverkusen
Rafael Leão,188,81,23,LW,93,66,Serie A,Milan
Nathan Aké,180,75,28,CB,81,94,Premier League,Manchester City
Julian Brandt,185,83,27,CAM,82,76,Bundesliga,Dortmund
Kalvin Phillips,178,72,27,CDM,75,80,Premier League,Manchester City
Leonardo Bonucci,190,85,36,CB,78,94,Serie A,Juventus
Nicolò Barella,172,68,26,CM,80,79,Serie A,Inter
Wojciech Szczesny,195,90,33,GK,0,None,Serie A,Juventus
Sergej Milinkovic-Savic,191,76,28,CM,70,88,Serie A,SS Lazio
Kevin Trapp,189,84,32,GK,0,None,Bundesliga,Frankfurt
Niklas Süle,195,99,27,CB,74,62,Bundesliga,Dortmund
Ciro Immobile,185,85,33,ST,86,84,Serie A,SS Lazio
Park Ji-sung,178,73,42,CAM,86,72,Premier League,Nieznany klub
Joe Cole,176,73,41,RW,88,79,Premier League,Nieznany klub
Yaya Touré,188,90,40,CDM,78,71,Premier League,Nieznany klub
Claudio Marchisio,180,74,37,CM,82,69,Serie A,Nieznany klub
Iván Córdoba,173,70,46,CB,86,94,Serie A,Nieznany klub
Tomas Brolin,176,0,53,ST,87,83,Serie A,Nieznany klub
Harry Kewell,180,74,44,LW,90,76,Premier League,Nieznany klub
Hidetoshi Nakata,175,0,46,CAM,85,64,Premier League,Nieznany klub
Kalidou Koulibaly,187,89,31,CB,82,82,Premier League,Chelsea
Mike Maignan,191,89,27,GK,51,74,Serie A,Milan
Hugo Lloris,188,82,36,GK,61,74,Premier League,Spurs
Trent Alexander-Arnold,180,69,24,RB,76,66,Premier League,Liverpool
Andrew Robertson,178,64,29,LB,80,62,Premier League,Liverpool
Fabinho,188,78,29,CDM,66,75,Premier League,Liverpool
Thomas Müller,185,76,33,CAM,69,77,Bundesliga,FC Bayern
Leon Goretzka,189,82,28,CM,78,80,Bundesliga,FC Bayern
Rodrigo,191,82,26,CDM,58,72,Premier League,Manchester City
David De Gea,192,76,32,GK,51,67,Premier League,Manchester Utd
Mattias Svanberg,185,77,24,CM,87,74,Bundesliga,VfL Wolfsburg
Gabriel Jesus,175,73,26,ST,87,84,Premier League,Arsenal
Michele Di Gregorio,187,81,25,GK,0,None,Serie A,AC Monza
John Stones,188,76,29,CB,76,88,Premier League,Manchester City
Jesse Lingard,175,60,30,RW,88,71,Premier League,Nott'm Forest
Djibril Sow,184,76,26,CM,87,78,Bundesliga,Frankfurt
Rade Krunic,184,74,29,CM,79,84,Serie A,Milan
Piotr Zielinski,180,75,29,CM,85,55,Serie A,Napoli
Joakim Mæhle,185,79,26,RWB,94,90,Serie A,Atalanta BC
Joakim Mæhle,185,79,26,RWB,94,90,Serie A,Atalanta BC
Emre Can,186,86,29,CM,84,96,Bundesliga,Dortmund
Stefan Posch,189,82,26,RB,87,85,Serie A,Bologna
Adrien Rabiot,192,80,28,CM,82,79,Serie A,Juventus
Luis Díaz,180,73,26,LW,92,79,Premier League,Liverpool
Dejan Kulusevski,186,75,23,RW,84,70,Premier League,Spurs
Oxlade-Chamberlain,175,70,29,CM,85,78,Premier League,Liverpool
Junior Firpo,184,78,26,LB,89,83,Premier League,Leeds United
Cristian Romero,185,79,25,CB,78,89,Premier League,Spurs
Riccardo Orsolini,183,73,26,RM,90,71,Serie A,Bologna
Antonio Candreva,180,70,36,CF,80,40,Serie A,Salernitana
Christopher Trimmel,189,82,36,RWB,87,66,Bundesliga,Union Berlin
Yannick Gerhardt,184,81,29,CM,83,72,Bundesliga,VfL Wolfsburg
Khvicha Kvaratskhelia,183,70,22,LW,90,70,Serie A,Napoli
Patrick Wimmer,182,77,21,RM,93,86,Bundesliga,VfL Wolfsburg
Giacomo Raspadori,172,69,23,CF,88,69,Serie A,Napoli
Emil Forsberg,177,76,31,CAM,84,55,Bundesliga,RB Leipzig
Henrikh Mkhitaryan,177,75,34,CAM,87,72,Serie A,Inter
Rúben Neves,180,80,26,CM,62,69,Premier League,Wolves
Pierre-Emile Højbjerg,187,84,27,CM,60,68,Premier League,Spurs
Séamus Coleman,177,77,34,RB,87,85,Premier League,Everton
Jacob Ramsey,180,72,22,CM,82,85,Premier League,Aston Villa
Nicolò Rovella,179,70,21,CM,77,79,Serie A,AC Monza
Jeremie Frimpong,171,63,22,RWB,96,81,Bundesliga,Leverkusen
Luis Alberto,183,74,30,CM,59,55,Serie A,SS Lazio
Wilfried Singo,190,79,22,RWB,90,86,Serie A,Torino
Jesper Lindstrøm,182,66,23,LM,92,62,Bundesliga,Frankfurt
Anthony Gordon,183,74,22,RW,89,66,Premier League,Newcastle Utd
Christian Günter,184,83,30,LB,87,57,Bundesliga,SC Freiburg
Cristiano Biraghi,185,78,30,LB,86,82,Serie A,Fiorentina
Divock Origi,189,88,28,ST,91,87,Serie A,Milan
Adama Traoré,178,86,27,ST,97,83,Premier League,Wolves
Brahim Díaz,171,59,23,CAM,86,80,Serie A,Milan
André Hahn,185,80,32,ST,86,99,Bundesliga,FC Augsburg
,188,0,42,CB,80,79,Premier League,Nieznany klub
Lorenzo Pellegrini,186,77,26,CAM,84,73,Serie A,Roma FC
Alessandro Bastoni,190,75,24,CB,78,80,Serie A,Inter
James Milner,175,70,37,CM,75,70,Premier League,Liverpool
Mario Pašalic,188,82,28,CAM,83,75,Serie A,Atalanta BC
Nayef Aguerd,188,76,27,CB,82,85,Premier League,West Ham
Alexis Mac Allister,176,72,24,CM,80,77,Premier League,Brighton
Joško Gvardiol,185,80,21,CB,86,89,Bundesliga,RB Leipzig
Dayot Upamecano,186,90,24,CB,84,93,Bundesliga,FC Bayern
Danny Ward,191,88,29,GK,0,None,Premier League,Leicester City
Nick Pope,199,76,31,GK,0,None,Premier League,Newcastle Utd
Virgil van Dijk,193,92,31,CB,77,84,Premier League,Liverpool
Jeremy Toljan,182,74,28,RB,91,90,Serie A,Sassuolo
Lukas Klostermann,189,88,26,CB,87,87,Bundesliga,RB Leipzig
Reece Oxford,193,86,24,CDM,85,93,Bundesliga,FC Augsburg
Brenden Aaronson,176,66,22,CAM,93,93,Premier League,Leeds United
Hakim Ziyech,181,65,30,CAM,84,35,Premier League,Chelsea
Marcus Thuram,192,90,25,ST,90,82,Bundesliga,M'gladbach
Luke Shaw,181,75,27,LB,86,90,Premier League,Manchester Utd
Giovanni Reyna,185,79,20,CAM,87,74,Bundesliga,Dortmund
Jeremie Frimpong,171,63,22,RB,96,81,Bundesliga,Leverkusen
Daichi Kamada,184,76,26,CAM,83,75,Bundesliga,Frankfurt
Lisandro Martínez,178,77,25,LB,80,96,Premier League,Manchester Utd
Denis Zakaria,191,81,26,CDM,85,68,Premier League,Chelsea
Moise Kean,182,72,23,ST,91,84,Serie A,Juventus
Jonas Hofmann,176,73,30,CAM,80,68,Bundesliga,M'gladbach
Martin Ødegaard,178,68,24,CM,79,47,Premier League,Arsenal
Edin Džeko,193,80,37,ST,66,67,Serie A,Inter
Eric Maxim Choupo-Moting,191,90,34,ST,86,83,Bundesliga,FC Bayern
Niclas Füllkrug,189,83,30,ST,77,82,Bundesliga,Werder Bremen
Cristian Romero,185,79,25,CB,77,91,Premier League,Spurs
Clint Dempsey,185,79,40,ST,84,78,Premier League,Nieznany klub
Matheus Nunes,183,76,24,CM,86,58,Premier League,Wolves
Timo Werner,180,76,27,ST,94,80,Bundesliga,RB Leipzig
Aleksandar Mitrovic,189,90,28,ST,82,91,Premier League,Fulham
Simon Kjær,190,86,34,CB,80,81,Serie A,Milan
Adrien Rabiot,192,80,28,CM,83,80,Serie A,Juventus
Ivan Perišic,186,80,34,CAM,84,94,Premier League,Spurs
Domenico Berardi,183,72,28,CF,86,72,Serie A,Sassuolo
Gary Medel,171,76,35,CDM,78,87,Serie A,Bologna
Rodrigo Bentancur,187,73,25,CM,75,80,Premier League,Spurs
Stefan de Vrij,189,78,31,CB,70,83,Serie A,Inter
Oleksandr Zinchenko,175,64,26,CM,77,79,Premier League,Arsenal
James Maddison,175,73,26,RM,79,56,Premier League,Leicester City
Kieran Trippier,173,71,32,RB,73,81,Premier League,Newcastle Utd
Moussa Diaby,170,68,23,CF,95,64,Bundesliga,Leverkusen
Theo Hernández,184,81,25,LB,94,69,Serie A,Milan
Matias Viña,181,70,25,LWB,89,95,Serie A,Roma FC
Smith Rowe,182,72,22,LM,88,42,Premier League,Arsenal
Sheraldo Becker,180,77,28,ST,92,91,Bundesliga,Union Berlin
Sheraldo Becker,180,77,28,ST,96,88,Bundesliga,Union Berlin
Matthijs de Ligt,189,89,23,CB,76,94,Bundesliga,FC Bayern
Jude Bellingham,186,75,19,CM,77,78,Bundesliga,Dortmund
Bremer,188,82,26,CB,81,86,Serie A,Juventus
Mason Mount,180,74,24,CAM,77,56,Premier League,Chelsea
Fikayo Tomori,185,79,25,CB,87,85,Serie A,Milan
Wilfried Zaha,180,66,30,LW,93,67,Premier League,Crystal Palace
Leon Bailey,178,77,25,RM,89,86,Premier League,Aston Villa
Dušan Vlahovic,190,75,23,ST,82,71,Serie A,Juventus
Leroy Sané,183,80,27,CAM,90,67,Bundesliga,FC Bayern
Kai Havertz,189,82,23,ST,83,78,Premier League,Chelsea
Paulo Dybala,177,75,29,CF,80,74,Serie A,Roma FC
Paulo Dybala,177,75,29,CF,80,83,Serie A,Roma FC
Rafael Leão,188,81,23,LW,92,65,Serie A,Milan
Raheem Sterling,170,69,28,LW,90,57,Premier League,Chelsea
Martin Ødegaard,178,68,24,CAM,80,49,Premier League,Arsenal
Ciro Immobile,185,85,33,ST,85,82,Serie A,SS Lazio
Sergej Milinkovic-Savic,191,76,28,CM,68,87,Serie A,SS Lazio
Wlodzimierz Smolarek,171,0,65,ST,91,78,Bundesliga,Nieznany klub
Ole Gunnar Solskjær,178,74,50,ST,85,67,Premier League,Nieznany klub
Freddie Ljungberg,175,73,46,LM,87,68,Premier League,Nieznany klub
Jerzy Dudek,187,78,50,GK,0,None,Premier League,Nieznany klub
Ji Sung Park,178,73,42,LM,85,71,Premier League,Nieznany klub
Peter Crouch,201,75,42,ST,78,79,Premier League,Nieznany klub
Robbie Keane,175,73,42,ST,87,72,Premier League,Nieznany klub
Marcelo Brozovic,181,68,30,CDM,69,70,Serie A,Inter
Milan Škriniar,188,80,28,CB,78,85,Serie A,Inter
Wojciech Szczesny,195,90,33,GK,49,71,Serie A,Juventus
Kevin Trapp,189,84,32,GK,46,76,Bundesliga,Frankfurt
Christopher Nkunku,175,73,25,CF,88,59,Bundesliga,RB Leipzig
Lautaro Martínez,174,72,25,ST,83,89,Serie A,Inter
Romelu Lukaku,191,94,30,ST,80,74,Serie A,Inter
Nicolò Barella,172,68,26,CM,79,78,Serie A,Inter
Édouard Mendy,197,86,31,GK,34,39,Premier League,Chelsea
Thiago Silva,183,79,38,CB,49,88,Premier League,Chelsea
Raheem Sterling,170,69,28,LW,90,57,Premier League,Chelsea
Thiago,174,70,32,CM,61,86,Premier League,Liverpool
Kingsley Coman,179,75,26,LM,92,73,Bundesliga,FC Bayern
Riyad Mahrez,179,67,32,RW,80,56,Premier League,Manchester City
Aymeric Laporte,191,85,29,CB,61,80,Premier League,Manchester City
Bruno Fernandes,179,69,28,CAM,72,71,Premier League,Manchester Utd
Giacomo Bonaventura,181,75,33,CAM,78,77,Serie A,Fiorentina
Leonardo Spinazzola,186,75,30,LM,94,74,Serie A,Roma FC
Daniel Maldini,185,66,21,CB,83,93,Serie A,La Spezia
Ibrahima Konaté,194,95,24,CB,82,81,Premier League,Liverpool
Ben Chilwell,180,77,26,LB,81,92,Premier League,Chelsea
Niclas Füllkrug,189,83,30,ST,73,81,Bundesliga,Werder Bremen
Christian Pulisic,177,69,24,CAM,90,86,Premier League,Chelsea
Patrick Bamford,185,71,29,ST,87,71,Premier League,Leeds United
Andrej Kramaric,177,73,31,CM,76,76,Bundesliga,TSG Hoffenheim
Bukayo Saka,178,65,21,RW,88,56,Premier League,Arsenal
Sébastien Haller,190,82,28,ST,70,85,Bundesliga,Dortmund
Phil Jones,185,71,31,CB,82,91,Premier League,Manchester Utd
Jonathan Burkardt,181,79,22,ST,93,84,Bundesliga,1. FSV Mainz 05
Florian Wirtz,176,70,20,CAM,82,55,Bundesliga,Leverkusen
Armand Laurienté,177,79,24,RM,89,69,Serie A,Sassuolo
Reiss Nelson,175,71,23,LW,92,50,Premier League,Arsenal
José Sá,192,84,30,GK,0,None,Premier League,Wolves
Gianluca Mancini,190,77,27,CB,73,93,Serie A,Roma FC
Guerreiro,170,71,29,LB,79,56,Bundesliga,Dortmund
Felipe Anderson,175,70,30,RW,91,37,Serie A,SS Lazio
Tuta,185,81,23,CB,81,85,Bundesliga,Frankfurt
Leandro Trossard,171,67,28,ST,88,88,Premier League,Arsenal
Jorginho,180,68,31,CM,54,58,Premier League,Arsenal
Alexis Saelemaekers,180,72,23,RW,90,88,Serie A,Milan
Yann Sommer,183,79,34,GK,51,73,Bundesliga,FC Bayern
Francesco Acerbi,192,88,35,CB,66,74,Serie A,Inter
Julian Brandt,185,83,27,RM,72,66,Bundesliga,Dortmund
Marcus Rashford,186,70,25,LM,91,80,Premier League,Manchester Utd
Aaron Ramsdale,191,77,25,GK,0,None,Premier League,Arsenal
Zambo Anguissa,184,78,27,CM,83,80,Serie A,Napoli
Matthias Ginter,191,86,29,CB,64,81,Bundesliga,SC Freiburg
Micky van de Ven,193,89,22,CB,84,80,Bundesliga,VfL Wolfsburg
Ismaël Bennacer,175,70,25,CDM,81,82,Serie A,Milan
Fabian Schär,188,84,31,CB,61,87,Premier League,Newcastle Utd
Tammy Abraham,195,86,25,ST,86,76,Serie A,Roma FC
Davide Calabria,177,70,26,RB,87,80,Serie A,Milan
Daniele Verde,168,64,26,RW,90,43,Serie A,La Spezia
Silas,189,82,24,ST,95,67,Bundesliga,VfB Stuttgart
Florian Neuhaus,185,77,26,CAM,77,60,Bundesliga,M'gladbach
Maximilian Arnold,184,74,29,CDM,75,70,Bundesliga,VfL Wolfsburg
Makoto Hasebe,180,72,39,CB,78,83,Bundesliga,Frankfurt
Daniel James,171,76,25,ST,98,85,Premier League,Fulham
Mikkel Damsgaard,180,71,22,LM,93,82,Premier League,Brentford
Thilo Kehrer,186,76,26,CB,84,96,Premier League,West Ham
Guerreiro,170,71,29,LB,85,69,Bundesliga,Dortmund
Ritsu Doan,172,70,24,RM,90,38,Bundesliga,SC Freiburg
Darren Randolph,188,78,36,GK,0,None,Premier League,West Ham
Piotr Zielinski,180,75,29,CAM,83,54,Serie A,Napoli
Mateo Kovacic,176,80,29,CM,78,82,Premier League,Chelsea
Leandro Trossard,171,67,28,LM,88,89,Premier League,Brighton
Miguel Almirón,174,70,29,RW,93,55,Premier League,Newcastle Utd
Min Jae Kim,190,81,26,CB,84,85,Serie A,Napoli
Borna Sosa,187,79,25,LB,88,77,Bundesliga,VfB Stuttgart
Nikola Vlašic,178,79,25,LM,90,61,Serie A,Torino
Bartosz Bereszynski,183,77,30,RB,90,78,Serie A,Sampdoria
Takuma Asano,173,71,28,RW,91,73,Bundesliga,VfL Bochum
Kieffer Moore,196,83,30,ST,85,80,Premier League,AFC Bournemouth
Jae Sung Lee,181,74,30,CM,79,70,Bundesliga,1. FSV Mainz 05
Ellyes Skhiri,185,74,28,CDM,75,82,Bundesliga,1. FC Köln
Sardar Azmoun,186,78,28,ST,84,94,Bundesliga,Leverkusen
Abdou Diallo,187,79,27,CB,78,90,Bundesliga,RB Leipzig
Harry Wilson,173,70,26,RM,87,50,Premier League,Fulham
Ethan Ampadu,183,78,22,CDM,77,97,Serie A,La Spezia
Denzel Dumfries,188,80,27,CB,84,92,Serie A,Inter
Callum Hudson-Odoi,177,79,22,LWB,89,79,Bundesliga,Leverkusen
Victor Osimhen,185,78,24,ST,92,92,Serie A,Napoli
Gregor Kobel,195,88,25,GK,0,None,Bundesliga,Dortmund
Emmanuel Gyasi,181,70,29,RM,90,67,Serie A,La Spezia
Alfred Duncan,178,78,30,CM,82,84,Serie A,Fiorentina
Nikolas Nartey,185,81,23,CM,83,86,Bundesliga,VfB Stuttgart
Jacob Bruun Larsen,183,77,24,LW,91,80,Bundesliga,TSG Hoffenheim
Dong Jun Lee,173,64,26,RM,90,79,Bundesliga,Hertha Berlin
Bremer,188,82,26,CB,80,85,Serie A,Juventus
Dodô,166,68,24,RB,90,87,Serie A,Fiorentina
Stefan Posch,189,82,26,CB,83,82,Serie A,Bologna
Marko Arnautovic,192,83,34,ST,83,83,Serie A,Bologna
David Raum,180,75,25,LWB,90,61,Bundesliga,RB Leipzig
Thiago Silva,183,79,38,CB,77,90,Premier League,Chelsea
Matthijs de Ligt,189,89,23,CB,75,99,Bundesliga,FC Bayern
Ibrahima Konaté,194,95,24,CB,82,82,Premier League,Liverpool
Dejan Kulusevski,186,75,23,RW,84,72,Premier League,Spurs
Lucas Paquetá,180,72,25,CAM,76,84,Premier League,West Ham
Maxence Lacroix,190,88,23,CB,83,88,Bundesliga,VfL Wolfsburg
Ivan Toney,187,76,27,ST,88,84,Premier League,Brentford
Lars Ricken,178,72,46,CAM,83,77,Bundesliga,Nieznany klub
Peter Crouch,201,75,42,ST,74,78,Premier League,Nieznany klub
Tim Cahill,178,76,43,ST,80,95,Premier League,Nieznany klub
Filip Kostić,184,84,30,LM,84,67,Serie A,Juventus
Péter Gulácsi,191,86,33,GK,43,67,Bundesliga,RB Leipzig
Theo Hernández,184,81,25,LB,93,68,Serie A,Milan
Jamie Vardy,179,74,36,ST,84,80,Premier League,Leicester City
Yann Sommer,183,79,34,GK,51,73,Bundesliga,M'gladbach
Paul Pogba,191,84,30,CM,67,80,Serie A,Juventus
Aubameyang,187,80,33,ST,87,75,Premier League,Chelsea
Jorginho,180,68,31,CM,54,58,Premier League,Chelsea
Patrik Schick,191,85,27,ST,78,75,Bundesliga,Leverkusen
Diogo Jota,178,73,26,CF,85,81,Premier League,Liverpool
Matthijs de Ligt,189,89,23,CB,75,93,Bundesliga,FC Bayern
Serge Gnabry,176,77,27,RM,82,55,Bundesliga,FC Bayern
Phil Foden,171,69,23,LW,82,49,Premier League,Manchester City
Ilkay Gündogan,180,80,32,CM,64,61,Premier League,Manchester City
Kyle Walker,183,83,33,RB,91,83,Premier League,Manchester City
Niklas Süle,195,99,27,CB,71,60,Bundesliga,Dortmund
Marco Reus,180,71,33,CAM,70,68,Bundesliga,Dortmund
Alexander Isak,192,77,23,ST,87,76,Premier League,Newcastle Utd
Michael Keane,191,82,30,CB,60,91,Premier League,Everton
Donyell Malen,178,77,24,RM,93,84,Bundesliga,Dortmund
Ollie Watkins,180,78,27,ST,90,99,Premier League,Aston Villa
Kevin Kampl,178,66,32,CM,75,71,Bundesliga,RB Leipzig
Mattia Zaccagni,177,63,27,LW,89,50,Serie A,SS Lazio
Noni Madueke,182,70,21,RW,91,86,Premier League,Chelsea
Marcel Sabitzer,178,76,29,CM,77,74,Premier League,Manchester Utd
John McGinn,178,68,28,RM,75,80,Premier League,Aston Villa
Ludovic Ajorque,197,92,29,ST,80,78,Bundesliga,1. FSV Mainz 05
Jonas Omlin,189,80,29,GK,0,None,Bundesliga,M'gladbach
Benjamin Pavard,186,81,27,CB,73,93,Bundesliga,FC Bayern
Oxlade-Chamberlain,175,70,29,CM,83,76,Premier League,Liverpool
Pervis Estupiñán,175,78,25,LB,86,78,Premier League,Brighton
João Félix,181,70,23,CF,83,76,Premier League,Chelsea
Kolo Muani,187,73,24,ST,90,91,Bundesliga,Frankfurt
James Tarkowski,188,81,30,CB,62,91,Premier League,Everton
Jacob Ramsey,180,72,22,CM,81,84,Premier League,Aston Villa
Fred,169,62,30,CDM,81,87,Premier League,Manchester Utd
Nicolò Rovella,179,70,21,CM,76,73,Serie A,AC Monza
Emil Audero,192,83,26,GK,0,None,Serie A,Sampdoria
Dominik Szoboszlai,186,74,22,RM,83,75,Bundesliga,RB Leipzig
Amir Rrahmani,192,83,29,CB,67,78,Serie A,Napoli
Mattia Perin,188,77,30,GK,0,None,Serie A,Juventus
Emerson,181,79,24,RWB,82,86,Premier League,Spurs
Anthony Gordon,183,74,22,LM,87,64,Premier League,Newcastle Utd
Bernd Leno,190,83,31,GK,0,None,Premier League,Fulham
Ellyes Skhiri,185,74,28,CDM,75,82,Bundesliga,1. FC Köln
Jarrod Bowen,175,70,26,RW,84,69,Premier League,West Ham
Kai Havertz,189,82,23,CAM,81,77,Premier League,Chelsea
Jude Bellingham,186,75,19,CM,75,78,Bundesliga,Dortmund
Luke Shaw,181,75,27,CB,82,88,Premier League,Manchester Utd
Jesper Lindstrøm,182,66,23,CAM,91,60,Bundesliga,Frankfurt
Edmond Tapsoba,194,85,24,CB,74,82,Bundesliga,Leverkusen
Jesper Lindstrøm,182,66,23,LM,93,61,Bundesliga,Frankfurt
Darwin Núñez,186,80,23,LW,91,78,Premier League,Liverpool
Ajdin Hrustic,183,78,26,CM,82,75,Serie A,Hellas Verona
Piero Hincapié,183,66,21,LB,87,88,Bundesliga,Leverkusen
Timothy Castagne,185,80,27,RB,83,80,Premier League,Leicester City
Vincenzo Grifo,180,76,30,CAM,78,55,Bundesliga,SC Freiburg
Noussair Mazraoui,183,62,25,RM,88,71,Bundesliga,FC Bayern
Diogo Dalot,184,76,24,RB,85,92,Premier League,Manchester Utd
Gabriel,190,87,25,CB,72,75,Premier League,Arsenal
Joe Gomez,188,77,26,CB,83,81,Premier League,Liverpool
Thomas Meunier,191,90,31,RB,88,77,Bundesliga,Dortmund
Chris Smalling,194,81,33,CB,66,83,Serie A,Roma FC
Jamal Musiala,183,70,20,CAM,78,58,Bundesliga,FC Bayern
Zambo Anguissa,184,78,27,CDM,81,82,Serie A,Napoli
Robin Gosens,183,76,28,LWB,85,92,Serie A,Inter
Ismaël Bennacer,175,70,25,CDM,80,85,Serie A,Milan
Aaron Wan-Bissaka,183,72,25,RB,87,72,Premier League,Manchester Utd
Rodrigo,182,77,32,CAM,84,84,Premier League,Leeds United
Jack Harrison,175,70,26,LM,87,70,Premier League,Leeds United
Gabriel Martinelli,178,75,21,LM,92,61,Premier League,Arsenal
Luis Muriel,179,79,32,ST,91,63,Serie A,Atalanta BC
Bruno Guimarães,182,74,25,CM,73,65,Premier League,Newcastle Utd
Niclas Füllkrug,189,83,30,ST,73,80,Bundesliga,Werder Bremen
Ben Godfrey,183,79,25,CB,84,78,Premier League,Everton
Paulinho,177,77,22,LM,93,84,Bundesliga,Leverkusen
Marcus Thuram,192,90,25,ST,86,77,Bundesliga,M'gladbach
Ángel Di María,180,69,35,RW,79,76,Serie A,Juventus
Eldor Shomurodov,190,76,27,ST,88,70,Serie A,Roma FC
Olivier Giroud,192,93,36,ST,45,85,Serie A,Milan
Willi Orban,186,87,30,CB,60,94,Bundesliga,RB Leipzig
Hirving Lozano,175,70,27,LW,94,71,Serie A,Napoli
Manuel Akanji,187,91,27,CB,80,88,Premier League,Manchester City
Christian Eriksen,181,76,31,CM,64,51,Premier League,Manchester Utd
Marcus Rashford,186,70,25,ST,88,80,Premier League,Manchester Utd
Lorenzo Pellegrini,186,77,26,CAM,79,70,Serie A,Roma FC
Timo Werner,180,76,27,LM,92,78,Bundesliga,RB Leipzig
James Maddison,175,73,26,RM,76,53,Premier League,Leicester City
