name,height,weight,age,position,tempo,skok,league,club
Khvicha Kvaratskhelia,183,70,22,LW,90,70,31,116365
Patrick Wimmer,182,77,21,RM,93,86,19,175
Giacomo Raspadori,172,69,23,CF,88,69,31,116365
Emil Forsberg,177,76,31,CAM,84,55,19,112172
Henrikh Mkhitaryan,177,75,34,CAM,87,72,31,44
Rúben Neves,180,80,26,CM,62,69,13,110
Pierre-Emile Højbjerg,187,84,27,CM,60,68,13,18
Séamus Coleman,177,77,34,RB,87,85,13,7
Jacob Ramsey,180,72,22,CM,82,85,13,2
Nicolò Rovella,179,70,21,CM,77,79,31,111811
Jeremie Frimpong,171,63,22,RWB,96,81,19,32
Luis Alberto,183,74,30,CM,59,55,31,115841
Wilfried Singo,190,79,22,RWB,90,86,31,54
Jesper Lindstrøm,182,66,23,LM,92,62,19,1824
Anthony Gordon,183,74,22,RW,89,66,13,13
Christian Günter,184,83,30,LB,87,57,19,25
Cristiano Biraghi,185,78,30,LB,86,82,31,110374
Divock Origi,189,88,28,ST,91,87,31,47
Adama Traoré,178,86,27,ST,97,83,13,110
Brahim Díaz,171,59,23,CAM,86,80,31,47
André Hahn,185,80,32,ST,86,99,19,100409
,188,0,42,CB,80,79,13,114605
Lorenzo Pellegrini,186,77,26,CAM,84,73,31,114912
Alessandro Bastoni,190,75,24,CB,78,80,31,44
James Milner,175,70,37,CM,75,70,13,9
Mario Pašalic,188,82,28,CAM,83,75,31,115845
Nayef Aguerd,188,76,27,CB,82,85,13,19
Alexis Mac Allister,176,72,24,CM,80,77,13,1808
Joško Gvardiol,185,80,21,CB,86,89,19,112172
Dayot Upamecano,186,90,24,CB,84,93,19,21
Danny Ward,191,88,29,GK,0,None,13,95
Nick Pope,199,76,31,GK,0,None,13,13
Virgil van Dijk,193,92,31,CB,77,84,13,9
Jeremy Toljan,182,74,28,RB,91,90,31,111974
Lukas Klostermann,189,88,26,CB,87,87,19,112172
Reece Oxford,193,86,24,CDM,85,93,19,100409
Brenden Aaronson,176,66,22,CAM,93,93,13,8
Hakim Ziyech,181,65,30,CAM,84,35,13,5
Marcus Thuram,192,90,25,ST,90,82,19,23
Luke Shaw,181,75,27,LB,86,90,13,11
Giovanni Reyna,185,79,20,CAM,87,74,19,22
Jeremie Frimpong,171,63,22,RB,96,81,19,32
Daichi Kamada,184,76,26,CAM,83,75,19,1824
Lisandro Martínez,178,77,25,LB,80,96,13,11
Denis Zakaria,191,81,26,CDM,85,68,13,5
Moise Kean,182,72,23,ST,91,84,31,45
Jonas Hofmann,176,73,30,CAM,80,68,19,23
Martin Ødegaard,178,68,24,CM,79,47,13,1
Edin Džeko,193,80,37,ST,66,67,31,44
Eric Maxim Choupo-Moting,191,90,34,ST,86,83,19,21
Niclas Füllkrug,189,83,30,ST,77,82,19,38
Cristian Romero,185,79,25,CB,77,91,13,18
Clint Dempsey,185,79,40,ST,84,78,13,114605
Matheus Nunes,183,76,24,CM,86,58,13,110
Timo Werner,180,76,27,ST,94,80,19,112172
Aleksandar Mitrovic,189,90,28,ST,82,91,13,144
Simon Kjær,190,86,34,CB,80,81,31,47
Adrien Rabiot,192,80,28,CM,83,80,31,45
Ivan Perišic,186,80,34,CAM,84,94,13,18
Domenico Berardi,183,72,28,CF,86,72,31,111974
Gary Medel,171,76,35,CDM,78,87,31,189
Rodrigo Bentancur,187,73,25,CM,75,80,13,18
Stefan de Vrij,189,78,31,CB,70,83,31,44
Oleksandr Zinchenko,175,64,26,CM,77,79,13,1
James Maddison,175,73,26,RM,79,56,13,95
Kieran Trippier,173,71,32,RB,73,81,13,13
Moussa Diaby,170,68,23,CF,95,64,19,32
Theo Hernández,184,81,25,LB,94,69,31,47
Matias Viña,181,70,25,LWB,89,95,31,114912
Smith Rowe,182,72,22,LM,88,42,13,1
Sheraldo Becker,180,77,28,ST,92,91,19,1831
Sheraldo Becker,180,77,28,ST,96,88,19,1831
Matthijs de Ligt,189,89,23,CB,76,94,19,21
Jude Bellingham,186,75,19,CM,77,78,19,22
Bremer,188,82,26,CB,81,86,31,45
Mason Mount,180,74,24,CAM,77,56,13,5
Fikayo Tomori,185,79,25,CB,87,85,31,47
Wilfried Zaha,180,66,30,LW,93,67,13,1799
Leon Bailey,178,77,25,RM,89,86,13,2
Dušan Vlahovic,190,75,23,ST,82,71,31,45
Leroy Sané,183,80,27,CAM,90,67,19,21
Kai Havertz,189,82,23,ST,83,78,13,5
Paulo Dybala,177,75,29,CF,80,74,31,114912
Paulo Dybala,177,75,29,CF,80,83,31,114912
Rafael Leão,188,81,23,LW,92,65,31,47
Raheem Sterling,170,69,28,LW,90,57,13,5
Martin Ødegaard,178,68,24,CAM,80,49,13,1
Ciro Immobile,185,85,33,ST,85,82,31,115841
Sergej Milinkovic-Savic,191,76,28,CM,68,87,31,115841
Wlodzimierz Smolarek,171,0,65,ST,91,78,19,114605
Ole Gunnar Solskjær,178,74,50,ST,85,67,13,114605
Freddie Ljungberg,175,73,46,LM,87,68,13,114605
Jerzy Dudek,187,78,50,GK,0,None,13,114605
Ji Sung Park,178,73,42,LM,85,71,13,114605
Peter Crouch,201,75,42,ST,78,79,13,114605
Robbie Keane,175,73,42,ST,87,72,13,114605
Marcelo Brozovic,181,68,30,CDM,69,70,31,44
Milan Škriniar,188,80,28,CB,78,85,31,44
Wojciech Szczesny,195,90,33,GK,49,71,31,45
Kevin Trapp,189,84,32,GK,46,76,19,1824
Christopher Nkunku,175,73,25,CF,88,59,19,112172
Lautaro Martínez,174,72,25,ST,83,89,31,44
Romelu Lukaku,191,94,30,ST,80,74,31,44
Nicolò Barella,172,68,26,CM,79,78,31,44
Édouard Mendy,197,86,31,GK,34,39,13,5
Thiago Silva,183,79,38,CB,49,88,13,5
Raheem Sterling,170,69,28,LW,90,57,13,5
Thiago,174,70,32,CM,61,86,13,9
Kingsley Coman,179,75,26,LM,92,73,19,21
Riyad Mahrez,179,67,32,RW,80,56,13,10
Aymeric Laporte,191,85,29,CB,61,80,13,10
Bruno Fernandes,179,69,28,CAM,72,71,13,11
Giacomo Bonaventura,181,75,33,CAM,78,77,31,110374
Leonardo Spinazzola,186,75,30,LM,94,74,31,114912
Daniel Maldini,185,66,21,CB,83,93,31,113974
Ibrahima Konaté,194,95,24,CB,82,81,13,9
Ben Chilwell,180,77,26,LB,81,92,13,5
Niclas Füllkrug,189,83,30,ST,73,81,19,38
Christian Pulisic,177,69,24,CAM,90,86,13,5
Patrick Bamford,185,71,29,ST,87,71,13,8
Andrej Kramaric,177,73,31,CM,76,76,19,10029
Bukayo Saka,178,65,21,RW,88,56,13,1
Sébastien Haller,190,82,28,ST,70,85,19,22
Phil Jones,185,71,31,CB,82,91,13,11
Jonathan Burkardt,181,79,22,ST,93,84,19,169
Florian Wirtz,176,70,20,CAM,82,55,19,32
Armand Laurienté,177,79,24,RM,89,69,31,111974
Reiss Nelson,175,71,23,LW,92,50,13,1
José Sá,192,84,30,GK,0,None,13,110
Gianluca Mancini,190,77,27,CB,73,93,31,114912
Guerreiro,170,71,29,LB,79,56,19,22
Felipe Anderson,175,70,30,RW,91,37,31,115841
Tuta,185,81,23,CB,81,85,19,1824
Leandro Trossard,171,67,28,ST,88,88,13,1
Jorginho,180,68,31,CM,54,58,13,1
Alexis Saelemaekers,180,72,23,RW,90,88,31,47
Yann Sommer,183,79,34,GK,51,73,19,21
Francesco Acerbi,192,88,35,CB,66,74,31,44
Julian Brandt,185,83,27,RM,72,66,19,22
Marcus Rashford,186,70,25,LM,91,80,13,11
Aaron Ramsdale,191,77,25,GK,0,None,13,1
Zambo Anguissa,184,78,27,CM,83,80,31,116365
Matthias Ginter,191,86,29,CB,64,81,19,25
Micky van de Ven,193,89,22,CB,84,80,19,175
Ismaël Bennacer,175,70,25,CDM,81,82,31,47
Fabian Schär,188,84,31,CB,61,87,13,13
Tammy Abraham,195,86,25,ST,86,76,31,114912
Davide Calabria,177,70,26,RB,87,80,31,47
Daniele Verde,168,64,26,RW,90,43,31,113974
Silas,189,82,24,ST,95,67,19,36
Florian Neuhaus,185,77,26,CAM,77,60,19,23
Maximilian Arnold,184,74,29,CDM,75,70,19,175
Makoto Hasebe,180,72,39,CB,78,83,19,1824
Daniel James,171,76,25,ST,98,85,13,144
Mikkel Damsgaard,180,71,22,LM,93,82,13,1925
Thilo Kehrer,186,76,26,CB,84,96,13,19
Guerreiro,170,71,29,LB,85,69,19,22
Ritsu Doan,172,70,24,RM,90,38,19,25
Darren Randolph,188,78,36,GK,0,None,13,19
Piotr Zielinski,180,75,29,CAM,83,54,31,116365
Mateo Kovacic,176,80,29,CM,78,82,13,5
Leandro Trossard,171,67,28,LM,88,89,13,1808
Miguel Almirón,174,70,29,RW,93,55,13,13
Min Jae Kim,190,81,26,CB,84,85,31,116365
Borna Sosa,187,79,25,LB,88,77,19,36
Nikola Vlašic,178,79,25,LM,90,61,31,54
Bartosz Bereszynski,183,77,30,RB,90,78,31,1837
Takuma Asano,173,71,28,RW,91,73,19,160
Kieffer Moore,196,83,30,ST,85,80,13,1943
Jae Sung Lee,181,74,30,CM,79,70,19,169
Ellyes Skhiri,185,74,28,CDM,75,82,19,31
Sardar Azmoun,186,78,28,ST,84,94,19,32
Abdou Diallo,187,79,27,CB,78,90,19,112172
Harry Wilson,173,70,26,RM,87,50,13,144
Ethan Ampadu,183,78,22,CDM,77,97,31,113974
Denzel Dumfries,188,80,27,CB,84,92,31,44
Callum Hudson-Odoi,177,79,22,LWB,89,79,19,32
Victor Osimhen,185,78,24,ST,92,92,31,116365
Gregor Kobel,195,88,25,GK,0,None,19,22
Emmanuel Gyasi,181,70,29,RM,90,67,31,113974
Alfred Duncan,178,78,30,CM,82,84,31,110374
Nikolas Nartey,185,81,23,CM,83,86,19,36
Jacob Bruun Larsen,183,77,24,LW,91,80,19,10029
Dong Jun Lee,173,64,26,RM,90,79,19,166
Bremer,188,82,26,CB,80,85,31,45
Dodô,166,68,24,RB,90,87,31,110374
Stefan Posch,189,82,26,CB,83,82,31,189
Marko Arnautovic,192,83,34,ST,83,83,31,189
David Raum,180,75,25,LWB,90,61,19,112172
Thiago Silva,183,79,38,CB,77,90,13,5
Matthijs de Ligt,189,89,23,CB,75,99,19,21
Ibrahima Konaté,194,95,24,CB,82,82,13,9
Dejan Kulusevski,186,75,23,RW,84,72,13,18
Lucas Paquetá,180,72,25,CAM,76,84,13,19
Maxence Lacroix,190,88,23,CB,83,88,19,175
Ivan Toney,187,76,27,ST,88,84,13,1925
Lars Ricken,178,72,46,CAM,83,77,19,114605
Peter Crouch,201,75,42,ST,74,78,13,114605
Tim Cahill,178,76,43,ST,80,95,13,114605
Filip Kostić,184,84,30,LM,84,67,31,45
Péter Gulácsi,191,86,33,GK,43,67,19,112172
Theo Hernández,184,81,25,LB,93,68,31,47
Jamie Vardy,179,74,36,ST,84,80,13,95
Yann Sommer,183,79,34,GK,51,73,19,23
Paul Pogba,191,84,30,CM,67,80,31,45
Aubameyang,187,80,33,ST,87,75,13,5
Jorginho,180,68,31,CM,54,58,13,5
Patrik Schick,191,85,27,ST,78,75,19,32
Diogo Jota,178,73,26,CF,85,81,13,9
Matthijs de Ligt,189,89,23,CB,75,93,19,21
Serge Gnabry,176,77,27,RM,82,55,19,21
Phil Foden,171,69,23,LW,82,49,13,10
Ilkay Gündogan,180,80,32,CM,64,61,13,10
Kyle Walker,183,83,33,RB,91,83,13,10
Niklas Süle,195,99,27,CB,71,60,19,22
Marco Reus,180,71,33,CAM,70,68,19,22
Alexander Isak,192,77,23,ST,87,76,13,13
Michael Keane,191,82,30,CB,60,91,13,7
Donyell Malen,178,77,24,RM,93,84,19,22
Ollie Watkins,180,78,27,ST,90,99,13,2
Kevin Kampl,178,66,32,CM,75,71,19,112172
Mattia Zaccagni,177,63,27,LW,89,50,31,115841
Noni Madueke,182,70,21,RW,91,86,13,5
Marcel Sabitzer,178,76,29,CM,77,74,13,11
John McGinn,178,68,28,RM,75,80,13,2
Ludovic Ajorque,197,92,29,ST,80,78,19,169
Jonas Omlin,189,80,29,GK,0,None,19,23
Benjamin Pavard,186,81,27,CB,73,93,19,21
Oxlade-Chamberlain,175,70,29,CM,83,76,13,9
Pervis Estupiñán,175,78,25,LB,86,78,13,1808
João Félix,181,70,23,CF,83,76,13,5
Kolo Muani,187,73,24,ST,90,91,19,1824
James Tarkowski,188,81,30,CB,62,91,13,7
Jacob Ramsey,180,72,22,CM,81,84,13,2
Fred,169,62,30,CDM,81,87,13,11
Nicolò Rovella,179,70,21,CM,76,73,31,111811
Emil Audero,192,83,26,GK,0,None,31,1837
Dominik Szoboszlai,186,74,22,RM,83,75,19,112172
Amir Rrahmani,192,83,29,CB,67,78,31,116365
Mattia Perin,188,77,30,GK,0,None,31,45
Emerson,181,79,24,RWB,82,86,13,18
Anthony Gordon,183,74,22,LM,87,64,13,13
Bernd Leno,190,83,31,GK,0,None,13,144
Ellyes Skhiri,185,74,28,CDM,75,82,19,31
Jarrod Bowen,175,70,26,RW,84,69,13,19
Kai Havertz,189,82,23,CAM,81,77,13,5
Jude Bellingham,186,75,19,CM,75,78,19,22
Luke Shaw,181,75,27,CB,82,88,13,11
Jesper Lindstrøm,182,66,23,CAM,91,60,19,1824
Edmond Tapsoba,194,85,24,CB,74,82,19,32
Jesper Lindstrøm,182,66,23,LM,93,61,19,1824
Darwin Núñez,186,80,23,LW,91,78,13,9
Ajdin Hrustic,183,78,26,CM,82,75,31,206
Piero Hincapié,183,66,21,LB,87,88,19,32
Timothy Castagne,185,80,27,RB,83,80,13,95
Vincenzo Grifo,180,76,30,CAM,78,55,19,25
Noussair Mazraoui,183,62,25,RM,88,71,19,21
Diogo Dalot,184,76,24,RB,85,92,13,11
Gabriel,190,87,25,CB,72,75,13,1
Joe Gomez,188,77,26,CB,83,81,13,9
Thomas Meunier,191,90,31,RB,88,77,19,22
Chris Smalling,194,81,33,CB,66,83,31,114912
Jamal Musiala,183,70,20,CAM,78,58,19,21
Zambo Anguissa,184,78,27,CDM,81,82,31,116365
Robin Gosens,183,76,28,LWB,85,92,31,44
Ismaël Bennacer,175,70,25,CDM,80,85,31,47
Aaron Wan-Bissaka,183,72,25,RB,87,72,13,11
Rodrigo,182,77,32,CAM,84,84,13,8
Jack Harrison,175,70,26,LM,87,70,13,8
Gabriel Martinelli,178,75,21,LM,92,61,13,1
Luis Muriel,179,79,32,ST,91,63,31,115845
Bruno Guimarães,182,74,25,CM,73,65,13,13
Niclas Füllkrug,189,83,30,ST,73,80,19,38
Ben Godfrey,183,79,25,CB,84,78,13,7
Paulinho,177,77,22,LM,93,84,19,32
Marcus Thuram,192,90,25,ST,86,77,19,23
Ángel Di María,180,69,35,RW,79,76,31,45
Eldor Shomurodov,190,76,27,ST,88,70,31,114912
Olivier Giroud,192,93,36,ST,45,85,31,47
Willi Orban,186,87,30,CB,60,94,19,112172
Hirving Lozano,175,70,27,LW,94,71,31,116365
Manuel Akanji,187,91,27,CB,80,88,13,10
Christian Eriksen,181,76,31,CM,64,51,13,11
Marcus Rashford,186,70,25,ST,88,80,13,11
Lorenzo Pellegrini,186,77,26,CAM,79,70,31,114912
Timo Werner,180,76,27,LM,92,78,19,112172
James Maddison,175,73,26,RM,76,53,13,95
Domenico Berardi,183,72,28,RM,82,65,31,111974
Koen Casteels,197,86,30,GK,45,58,19,175
Stefan de Vrij,189,78,31,CB,68,80,31,44
Edin Džeko,193,80,37,ST,63,64,31,44
Samir Handanovic,193,92,38,GK,44,75,31,44
Hakan Çalhanoğlu,178,76,29,CM,67,45,31,44
Alessandro Bastoni,190,75,24,CB,73,75,31,44
Palhinha Gonçalves,190,85,27,CDM,68,84,13,144
Dušan Vlahović,190,75,23,ST,80,68,31,45
Leonardo Bonucci,190,85,36,CB,54,90,31,45
Ángel Di María,180,69,35,RW,79,70,31,45
Federico Chiesa,175,70,25,LW,91,53,31,45
Rafael Leão,188,81,23,LW,91,62,31,47
Fikayo Tomori,185,79,25,CB,86,83,31,47
Sandro Tonali,181,79,23,CDM,81,65,31,47
Youri Tielemans,176,72,26,CM,56,68,13,95
Wilfred Ndidi,183,74,26,CDM,66,89,13,95
Jonas Hofmann,176,73,30,RM,78,64,19,23
Emiliano Martínez,195,88,30,GK,58,60,13,2
Kieran Trippier,173,71,32,RB,70,78,13,13
Kai Havertz,189,82,23,CAM,81,75,13,5
Mason Mount,180,74,24,CAM,74,54,13,5
Mateo Kovacic,176,80,29,CM,70,75,13,5
Reece James,178,87,23,RWB,81,75,13,5
Ivan Perišić,186,80,34,LM,78,87,13,18
Declan Rice,185,80,24,CDM,71,74,13,19
Moussa Diaby,170,68,23,RM,93,62,19,32
Joel Matip,194,90,31,CB,61,78,13,9
Luis Díaz,180,73,26,LW,91,73,13,9
Leroy Sané,183,80,27,LM,88,64,19,21
Lucas Hernández,184,79,27,CB,77,86,19,21
Alphonso Davies,185,77,22,LB,94,78,19,21
Jack Grealish,180,81,27,LW,76,32,13,10
Mats Hummels,191,94,34,CB,53,70,19,22
Jude Bellingham,186,75,19,CM,75,76,19,22
Jadon Sancho,180,76,23,LW,81,51,13,11
Raphaël Varane,191,81,30,CB,81,80,13,11
Martin Ødegaard,178,68,24,CAM,76,46,13,1
Thomas Partey,185,77,29,CDM,65,83,13,1
Simone Verdi,174,72,30,CF,87,58,31,206
Marvin Ducksch,188,79,29,ST,79,79,19,38
Nehuén Pérez,186,75,22,CB,67,86,31,55
Federico Gatti,190,80,24,CB,80,91,31,45
Philip Billing,197,80,26,CAM,66,68,13,1943
Frederik Rønnow,188,81,30,GK,0,None,19,1831
Josip Juranovic,173,68,27,RWB,94,66,19,1831
Manor Solomon,170,67,23,LM,87,63,13,144
Karim Adeyemi,177,75,21,LM,95,98,19,22
Alexis Mac Allister,176,72,24,CAM,77,72,13,1808
Matias Vecino,187,81,31,CDM,70,82,31,115841
Dodô,166,68,24,RB,92,90,31,110374
Bartlomiej Dragowski,188,74,25,GK,0,None,31,113974
Jae Sung Lee,181,74,30,CAM,76,61,19,169
Cyriel Dessers,185,87,28,ST,84,89,31,111434
Kelechi Iheanacho,185,82,26,ST,80,63,13,95
Timo Hübers,190,82,26,CB,85,79,19,31
Riccardo Orsolini,183,73,26,RM,87,67,31,189
Mattias Svanberg,185,77,24,CM,84,69,19,175
Michele Di Gregorio,187,81,25,GK,0,None,31,111811
Darko Lazovic,181,66,32,CF,91,49,31,206
Solly March,180,77,28,RM,82,53,13,1808
Ademola Lookman,174,71,25,RW,91,71,31,115845
Mërgim Vojvoda,187,78,28,LM,80,76,31,54
Danilho Doekhi,190,86,24,CB,67,89,19,1831
Patrick Wimmer,182,77,21,RW,92,82,19,175
Cody Gakpo,189,76,24,LW,87,75,13,9
Karim Onisiwo,188,88,31,CF,89,61,19,169
Adrien Rabiot,192,80,28,CM,78,76,31,45
Djibril Sow,184,76,26,RB,84,74,19,1824
Antonio Candreva,180,70,36,CM,75,38,31,110373
Pervis Estupiñán,175,78,25,LB,87,75,13,1808
Piotr Zieliński,180,75,29,CAM,81,52,31,116365
Victor Osimhen,185,78,24,ST,90,90,31,116365
Gabriel Jesus,175,73,26,ST,84,88,13,1
Angeliño,171,69,26,LWB,78,72,19,10029
Oliver Baumann,187,82,32,GK,49,73,19,10029
Daichi Kamada,184,76,26,CAM,78,70,19,1824
Jonathan Ikoné,175,73,25,RW,94,37,31,110374
Konrad Laimer,180,72,26,CDM,84,73,19,112172
Jeremie Frimpong,171,63,22,RWB,95,76,19,32
Luis Alberto,183,74,30,CM,54,53,31,115841
Duván Zapata,189,88,32,ST,78,80,31,115845
Rúben Neves,180,80,26,CM,58,66,13,110
William Saliba,192,85,22,CB,80,74,13,1
Gabriel Jesus,175,73,26,ST,84,79,13,1
Diego Carlos,185,86,30,CB,76,82,13,2
Bremer,188,82,26,CB,78,82,31,45
Juan Cuadrado,179,72,35,RB,90,80,31,45
Hakim Ziyech,181,65,30,RW,76,33,13,5
Ricardo Pereira,175,70,29,RB,79,75,13,95
Pierre-Emile Højbjerg,187,84,27,CDM,55,65,13,18
Cristian Romero,185,79,25,CB,73,85,13,18
Lukáš Hrádecký,192,83,33,GK,41,69,19,32
Gerard Deulofeu Lázaro,177,73,29,ST,93,38,31,55
Jordan Henderson,182,80,32,CM,66,78,13,9
Roberto Firmino,181,76,31,CF,74,81,13,9
John Stones,188,76,29,CB,72,83,13,10
Gregor Kobel,195,88,25,GK,44,68,19,22
Arnaut Danjuma,178,74,26,LM,88,67,13,18
Jacob Ramsey,180,72,22,CM,80,83,13,2
Abdelhamid Sabiri,186,80,26,CM,70,81,31,1837
Nicolò Rovella,179,70,21,CM,74,70,31,111811
Jesper Lindstrøm,182,66,23,CAM,90,59,19,1824
Anthony Gordon,183,74,22,LM,84,62,13,13
Adam Marušic,185,85,30,LB,87,84,31,115841
Brahim Díaz,171,59,23,CAM,83,73,31,47
Nikola Vlašic,178,79,25,CF,83,58,31,54
Callum Wilson,180,66,31,ST,84,73,13,13
Alassane Plea,181,79,30,CAM,77,76,19,23
Eddie Nketiah,180,73,23,ST,90,85,13,1
Giacomo Bonaventura,181,75,33,CM,74,73,31,110374
Christian Pulisic,177,69,24,LW,87,81,13,5
Raúl Jiménez,188,81,32,ST,73,74,13,110
Mohamed Simakan,187,82,23,RB,76,75,19,112172
Dean Henderson,188,85,26,GK,0,None,13,14
Darwin Núñez,186,80,23,ST,89,80,13,9
Nico Schlotterbeck,191,86,23,CB,76,83,19,22
Antony,174,63,23,RW,93,62,13,11
Leandro Trossard,171,67,28,LW,85,83,13,1808
Ramy Bensebaini,187,85,28,LB,75,88,19,23
Anthony Modeste,187,84,35,ST,73,90,19,22
Aurélio Buta,172,66,26,RM,90,94,19,1824
Guglielmo Vicario,188,76,26,GK,0,None,31,1746
Silva Duarte,170,67,32,LB,85,97,31,116365
Giovanni Di Lorenzo,183,83,29,RB,85,83,31,116365
Aleksandar Mitrovic,189,90,28,ST,69,89,13,144
Diogo Dalot,184,76,24,RB,83,89,13,11
Giacomo Raspadori,172,69,23,ST,84,64,31,116365
Min Jae Kim,190,81,26,CB,81,81,31,116365
Rui Patrício,190,84,35,GK,55,79,31,114912
Leonardo Spinazzola,186,75,30,LWB,91,69,31,114912
Tammy Abraham,195,86,25,ST,83,73,31,114912
Andrej Kramarić,177,73,31,CF,71,72,19,10029
Timo Werner,180,76,27,ST,90,75,19,112172
André Silva,185,84,27,ST,74,88,19,112172
Dani Olmo,179,72,25,CAM,67,55,19,112172
Willi Orban,186,87,30,CB,57,91,19,112172
Ruslan Malinovskyi,181,79,30,CF,76,74,31,115845
Luis Muriel,179,79,32,ST,89,60,31,115845
Wilfried Zaha,180,66,30,LW,91,58,13,1799
Denzel Dumfries,188,80,27,RWB,83,90,31,44
Francesco Acerbi,192,88,35,CB,62,70,31,44
Marko Arnautović,192,83,34,ST,78,77,31,189
Manuel Locatelli,185,75,25,CDM,63,65,31,45
Zlatan Ibrahimović,195,102,41,ST,58,77,31,47
Ismaël Bennacer,175,70,25,CDM,77,78,31,47
Simon Kjær,190,86,34,CB,62,77,31,47
James Maddison,175,73,26,CAM,73,51,13,95
Olivier Giroud,192,93,36,ST,42,82,31,47
Raúl Jiménez,188,81,32,ST,73,74,13,110
Gonçalo Guedes,179,68,26,ST,86,63,13,110
Antony,174,63,23,RW,93,57,13,11
Matthias Ginter,191,86,29,CB,60,77,19,25
André Onana,190,93,27,GK,61,77,31,44
Robin Gosens,183,76,28,LWB,82,90,31,44
Ben Chilwell,180,77,26,LWB,76,86,13,5
Azpilicueta,178,77,33,CB,64,83,13,5
Jordan Pickford,185,77,29,GK,50,77,13,7
Idrissa Gueye,174,66,33,CDM,67,83,13,7
Lucas Paquetá,180,72,25,CAM,72,78,13,19
Łukasz Fabiański,190,83,38,GK,48,69,13,19
Florian Wirtz,176,70,20,CAM,78,52,19,32
Jonathan Tah,195,98,27,CB,67,70,19,32
Darwin Núñez,186,80,23,ST,89,76,13,9
Noussair Mazraoui,183,62,25,RB,84,69,19,21
Guerreiro,170,71,29,LB,74,52,19,22
Emre Can,186,86,29,CM,80,87,19,22
Sébastien Haller,190,82,28,ST,65,82,19,22
Julian Brandt,185,83,27,CAM,67,62,19,22
Nico Schlotterbeck,191,86,23,CB,76,77,19,22
Christian Eriksen,181,76,31,CM,61,49,13,11
Bukayo Saka,178,65,21,RM,84,54,13,1
Aaron Ramsdale,191,77,25,GK,48,66,13,1
Coutinho,172,68,30,CAM,62,58,13,2
Lucas Digne,178,74,29,LB,78,92,13,2
Christian Pulisic,177,69,24,LW,87,79,13,5
Pedro Porro,173,69,23,RWB,82,59,13,18
Pablo Sarabia,174,70,31,RW,73,31,13,110
Christopher Antwi-Adjej,174,72,29,LM,93,64,19,160
Matheus Cunha,184,76,24,ST,84,74,13,110
Felipe,190,83,34,CB,59,90,13,14
Thomas Delaney,182,79,31,CDM,72,91,19,10029
Illan Meslier,196,74,23,GK,0,None,13,8
Jordan Ayew,182,81,31,RW,81,77,13,1799
Wataru Endo,178,77,30,CM,70,96,19,36
Ivan Toney,187,76,27,ST,83,93,13,1925
Jesper Lindstrøm,182,66,23,RM,91,58,19,1824
Silas,189,82,24,RWB,91,66,19,36
Fabian Schär,188,84,31,CB,56,83,13,13
Hirving Lozano,175,70,27,RW,93,67,31,116365
Matteo Politano,171,67,29,RW,83,50,31,116365
Zambo Anguissa,184,78,27,CDM,78,76,31,116365
Stanislav Lobotka,170,64,28,CM,71,79,31,116365
Nicolò Zaniolo,190,75,23,CF,87,65,31,114912
Richarlison,181,71,26,ST,82,93,13,18
Niclas Füllkrug,189,83,30,ST,68,76,19,38
Rafael Tolói,185,75,32,CB,67,76,31,115845
Juan Musso,191,93,29,GK,44,51,31,115845
Mario Pašalić,188,82,28,CAM,75,70,31,115845
Chris Smalling,194,81,33,CB,62,80,31,114912
Gianluca Mancini,190,77,27,CB,67,89,31,114912
Mario Götze,176,72,30,CAM,67,58,19,1824
Evan Ndicka,192,82,23,CB,80,82,19,1824
Neto,190,84,33,GK,54,83,13,1943
Emil Forsberg,177,76,31,CAM,71,53,19,112172
Joško Gvardiol,185,80,21,CB,82,84,19,112172
David Raum,180,75,25,LWB,87,63,19,112172
Antonín Barák,190,86,28,CF,74,60,31,110374
Rafał Gikiewicz,190,81,35,GK,0,None,19,100409
Jonas Hofmann,176,73,30,CAM,73,61,19,23
Vincenzo Grifo,180,76,30,LM,74,52,19,25
Henrikh Mkhitaryan,177,75,34,CAM,82,66,31,44
Palhinha,190,85,27,CDM,63,81,13,144
Robert Andrich,189,83,28,CDM,63,81,19,32
Kerem Demirbay,183,71,29,CM,69,69,19,32
Edmond Tapsoba,194,85,24,CB,70,78,19,32
José Sá,192,84,30,GK,52,70,13,110
João Moutinho,170,61,36,CM,47,69,13,110
Harry Maguire,194,100,30,CB,48,87,13,11
Marcus Rashford,186,70,25,LW,87,74,13,11
Lisandro Martínez,178,77,25,CB,72,91,13,11
Nick Pope,199,76,31,GK,48,72,13,13
Allan Saint-Maximin,173,67,26,LM,90,73,13,13
Bruno Guimarães,182,74,25,CM,69,62,13,13
Cucurella,172,66,24,LB,76,77,13,5
James Ward-Prowse,173,66,28,CM,59,65,13,17
Dejan Kulusevski,186,75,23,RW,78,66,13,18
Richarlison,181,71,26,ST,82,86,13,18
Yves Bissouma,182,80,26,CDM,72,80,13,18
Tomáš Souček,192,86,28,CDM,57,88,13,19
Alphonse Areola,195,94,30,GK,55,72,13,19
Ibrahima Konaté,194,95,24,CB,78,75,13,9
Naby Keïta,172,64,28,CM,69,52,13,9
Joe Gomez,188,77,26,CB,80,76,13,9
Dayot Upamecano,186,90,24,CB,82,87,19,21
Jamal Musiala,183,70,20,CM,75,55,19,21
Manuel Akanji,187,91,27,CB,77,84,13,10
